"subject" "activity" "timeBodyaccelerometer-mean()-X" "timeBodyaccelerometer-mean()-Y" "timeBodyaccelerometer-mean()-Z" "timeBodyaccelerometer-std()-X" "timeBodyaccelerometer-std()-Y" "timeBodyaccelerometer-std()-Z" "timeGravityaccelerometer-mean()-X" "timeGravityaccelerometer-mean()-Y" "timeGravityaccelerometer-mean()-Z" "timeGravityaccelerometer-std()-X" "timeGravityaccelerometer-std()-Y" "timeGravityaccelerometer-std()-Z" "timeBodyaccelerometerJerk-mean()-X" "timeBodyaccelerometerJerk-mean()-Y" "timeBodyaccelerometerJerk-mean()-Z" "timeBodyaccelerometerJerk-std()-X" "timeBodyaccelerometerJerk-std()-Y" "timeBodyaccelerometerJerk-std()-Z" "timeBodygyroscope-mean()-X" "timeBodygyroscope-mean()-Y" "timeBodygyroscope-mean()-Z" "timeBodygyroscope-std()-X" "timeBodygyroscope-std()-Y" "timeBodygyroscope-std()-Z" "timeBodygyroscopeJerk-mean()-X" "timeBodygyroscopeJerk-mean()-Y" "timeBodygyroscopeJerk-mean()-Z" "timeBodygyroscopeJerk-std()-X" "timeBodygyroscopeJerk-std()-Y" "timeBodygyroscopeJerk-std()-Z" "timeBodyaccelerometermagnitude-mean()" "timeBodyaccelerometermagnitude-std()" "timeGravityaccelerometermagnitude-mean()" "timeGravityaccelerometermagnitude-std()" "timeBodyaccelerometerJerkmagnitude-mean()" "timeBodyaccelerometerJerkmagnitude-std()" "timeBodygyroscopemagnitude-mean()" "timeBodygyroscopemagnitude-std()" "timeBodygyroscopeJerkmagnitude-mean()" "timeBodygyroscopeJerkmagnitude-std()" "frequencyBodyaccelerometer-mean()-X" "frequencyBodyaccelerometer-mean()-Y" "frequencyBodyaccelerometer-mean()-Z" "frequencyBodyaccelerometer-std()-X" "frequencyBodyaccelerometer-std()-Y" "frequencyBodyaccelerometer-std()-Z" "frequencyBodyaccelerometer-meanFreq()-X" "frequencyBodyaccelerometer-meanFreq()-Y" "frequencyBodyaccelerometer-meanFreq()-Z" "frequencyBodyaccelerometerJerk-mean()-X" "frequencyBodyaccelerometerJerk-mean()-Y" "frequencyBodyaccelerometerJerk-mean()-Z" "frequencyBodyaccelerometerJerk-std()-X" "frequencyBodyaccelerometerJerk-std()-Y" "frequencyBodyaccelerometerJerk-std()-Z" "frequencyBodyaccelerometerJerk-meanFreq()-X" "frequencyBodyaccelerometerJerk-meanFreq()-Y" "frequencyBodyaccelerometerJerk-meanFreq()-Z" "frequencyBodygyroscope-mean()-X" "frequencyBodygyroscope-mean()-Y" "frequencyBodygyroscope-mean()-Z" "frequencyBodygyroscope-std()-X" "frequencyBodygyroscope-std()-Y" "frequencyBodygyroscope-std()-Z" "frequencyBodygyroscope-meanFreq()-X" "frequencyBodygyroscope-meanFreq()-Y" "frequencyBodygyroscope-meanFreq()-Z" "frequencyBodyaccelerometermagnitude-mean()" "frequencyBodyaccelerometermagnitude-std()" "frequencyBodyaccelerometermagnitude-meanFreq()" "frequencybodyaccelerometerJerkmagnitude-mean()" "frequencybodyaccelerometerJerkmagnitude-std()" "frequencybodyaccelerometerJerkmagnitude-meanFreq()" "frequencybodygyroscopemagnitude-mean()" "frequencybodygyroscopemagnitude-std()" "frequencybodygyroscopemagnitude-meanFreq()" "frequencybodygyroscopeJerkmagnitude-mean()" "frequencybodygyroscopeJerkmagnitude-std()" "frequencybodygyroscopeJerkmagnitude-meanFreq()"
6 "SITTING" 0.276365837090909 -0.0164805015509091 -0.110910913264545 -0.769656713363636 -0.672944566863636 -0.760643060945455 0.897652201272727 -0.14601000065 -0.0777434762325455 -0.979662976545455 -0.961408462909091 -0.954752572272727 0.0863307518166364 -0.00686700768381818 -0.003658093829 -0.808703747940909 -0.774334640945455 -0.843198542190909 -0.0304768422506364 -0.0864450145066364 0.0809261654545455 -0.853238311727273 -0.836872909636364 -0.769768873545455 -0.0948121358363636 -0.0367486439571818 -0.0433296909260909 -0.869818742727273 -0.874648015181818 -0.859718646636364 -0.72801010118 -0.731088161572727 -0.72801010118 -0.731088161572727 -0.806587281781818 -0.777548445290909 -0.770982973664545 -0.817261050272727 -0.873959205363636 -0.874587516636364 -0.7896805829 -0.707106994383636 -0.784900067704545 -0.762915826409091 -0.676439118527273 -0.766765016340909 -0.125038899532727 0.0331514387736364 0.0415997713084545 -0.813336648245455 -0.780151373258182 -0.830886064818182 -0.821217085573636 -0.783846159947273 -0.854039306653091 0.0348877285357273 -0.188192678257273 -0.127471694655455 -0.828537319090909 -0.829975384818182 -0.785690361709091 -0.862072931272727 -0.842868751363636 -0.788238201963636 -0.0115967990090909 -0.14973466385 -0.05667095 -0.736403908318182 -0.770019066564545 0.101597474948636 -0.772956860161818 -0.7847805881 0.205386031934545 -0.833747143272727 -0.838223671454545 -0.00199259403272727 -0.87365904 -0.884889082 0.167752478673636
7 "SITTING" 0.282831557708333 -0.0160508106609375 -0.114330234364583 -0.875150806291667 -0.804667927291667 -0.803869988145833 0.489998663333333 0.207755298855208 0.287458777934375 -0.961295288333333 -0.9628794378125 -0.9192268584375 0.0715458315416667 0.0103787669571875 0.0085371472209375 -0.863084156394375 -0.857287629031177 -0.90138946875 -0.0367035097908333 -0.0483054198489583 0.0702858305270833 -0.889199109166667 -0.879682377604167 -0.870083698645833 -0.0968429208229167 -0.0442918041354167 -0.050552952365625 -0.889550957604167 -0.9173542903125 -0.9182251103125 -0.826827567208333 -0.832581619916667 -0.826827567208333 -0.832581619916667 -0.868367069397917 -0.856781131515625 -0.837533241041667 -0.859565731875 -0.9123643771875 -0.9133557840625 -0.87965638353125 -0.821022247290625 -0.850945693020833 -0.87400353703125 -0.808735795630208 -0.795185485448958 -0.160493200115625 0.0272618950558333 0.0235316900520833 -0.87734787465625 -0.863602627833333 -0.897949494583333 -0.861037736494792 -0.860145079615625 -0.9036721784375 0.10749969544375 -0.109675232017708 -0.055126977978125 -0.863948975416667 -0.883755073958333 -0.86816641625 -0.898092881979167 -0.879660195104167 -0.8830644759375 -0.0961620646229167 -0.286971976061562 0.0932658541708333 -0.840502592510417 -0.8555304388125 0.0349992491354167 -0.863700755610417 -0.847995476070833 0.236255563780208 -0.881439718333333 -0.8716479821875 -0.10375893230625 -0.919523386666667 -0.91156901875 0.132135703104167
8 "SITTING" 0.271485330336957 -0.0107903198913043 -0.108219404891304 -0.971637029130435 -0.922140280576087 -0.940181010652174 0.597985756630435 0.232720286032609 0.312319710923913 -0.963296179782609 -0.944153885207609 -0.943756754347826 0.0765165422717391 -0.00205937918351087 -0.00474038578619565 -0.980302917065217 -0.972944110869565 -0.978865121847826 -0.0489244188108696 -0.085922159673913 0.0842097771576087 -0.974199636304348 -0.961424731086956 -0.949079826195652 -0.0936354653043478 -0.0415650874247826 -0.0549974068793478 -0.9850000775 -0.982044504347826 -0.983016367065217 -0.94527625923913 -0.92441869773913 -0.94527625923913 -0.92441869773913 -0.980294608478261 -0.972089763695652 -0.930544560869565 -0.939111090869565 -0.986223715108696 -0.979095734347826 -0.974209895434783 -0.939094585326087 -0.957298894456522 -0.970795448695652 -0.918867851630435 -0.935832095652174 -0.150632378716511 0.0952382061467391 0.111096263565217 -0.980027673152174 -0.972587004347826 -0.975990906086956 -0.982528552717391 -0.975476982934783 -0.980344445 0.209295283602174 -0.00626826438586957 0.0399299676141304 -0.970558025869565 -0.966073378478261 -0.952923797826087 -0.975491905 -0.959314708152174 -0.952662453586957 0.0619112221434783 -0.182354182 0.00299361083195652 -0.943691116304348 -0.926551257293478 0.107802889149348 -0.973641574021739 -0.969332332282609 0.272960508543478 -0.95445259826087 -0.94013434423913 -0.023385583551087 -0.980728755108696 -0.978246253804348 0.106690350536957
9 "SITTING" 0.2827565296 -0.0165905773504 -0.10807145964 -0.10330705784 -0.057124510014 -0.3762093184 0.9504221112 -0.134188955636 -0.0631329730918 -0.9544901092 -0.9457281432 -0.928021315 0.108119431452 0.011620917832 0.0169408736474 -0.195930312684 -0.145920326942 -0.5929237346 -0.047742574751 -0.066070995712 0.084237330966 -0.43695898252 -0.5050034292 -0.36275197558 -0.06821009136 -0.053817392414 -0.051835531266 -0.40559746 -0.6242978016 -0.258865939038 -0.0893146063718 -0.11003475779 -0.0893146063718 -0.11003475779 -0.26850534642 -0.184853128682 -0.2992303961 -0.3890687096 -0.4940466156 -0.5545048294 -0.143844966598 -0.068585348704 -0.4446277176 -0.091014662154 -0.112441318684 -0.3889033858 -0.372504256636 0.053414332302 -0.0762607567104 -0.215873213266 -0.20052763338 -0.5649284038 -0.248799809672 -0.14513058475474 -0.6193214142 -0.27048588132 -0.4051483164 -0.3470949153 -0.31119565288 -0.5059224 -0.2370147370094 -0.47967481766 -0.5087353066 -0.4691938174 -0.095311424792 -0.102722103038 0.10259325372 -0.08964167202 -0.262473361382 0.013951217674 -0.16276839974 -0.22061345777 0.0380414805174 -0.419350377684 -0.478562627 0.072171784972824 -0.567569186 -0.5705772464 0.046429618942
10 "SITTING" 0.284669820851852 -0.0164952648345 -0.113037557240741 -0.190612474944444 0.0697762066944444 -0.513913056296296 0.910224987592593 -0.123463978388889 0.0239643947222222 -0.972754759444444 -0.952708995740741 -0.957986604814815 0.0914825346925926 -0.0109612105314815 -0.00638340145740741 -0.134989305742593 -0.0823058831388889 -0.649559588888889 -0.0442468348109259 -0.0685449951592593 0.0783960466851852 -0.490576489425926 -0.444236677037037 -0.411060374074074 -0.101809993594444 -0.0388909262666667 -0.0417700026666667 -0.359953976925926 -0.561089278518519 -0.248140924061111 -0.116085616222222 -0.243532462037037 -0.116085616222222 -0.243532462037037 -0.230662375111111 -0.14351976187037 -0.342684289074074 -0.462834645164815 -0.454299273518519 -0.505388125555556 -0.159518722925926 0.02671677425 -0.533034001296296 -0.207745224981481 0.0233739032968519 -0.542771537592593 -0.242475283474074 0.00874759801851852 0.0306286425092593 -0.176183024575926 -0.163892810203704 -0.624327321666667 -0.170536574727778 -0.0550775188944444 -0.673289787407407 -0.239920099398148 -0.491049475825926 -0.272296418703704 -0.354650010555556 -0.463510472777778 -0.262354755296296 -0.534675232407407 -0.437875717037037 -0.523972936296296 -0.03579903941 -0.0262135847851852 0.219910419666667 -0.197143432222222 -0.391871630885185 0.158879295016667 -0.121790070506296 -0.178701727037037 0.0247613862314815 -0.452748004137037 -0.567017950555556 0.219579935425926 -0.527117332592593 -0.51532932037037 0.0388087646685185
11 "SITTING" 0.269332216911321 -0.0219010150840566 -0.115792837395283 -0.7062743077 -0.587977133804717 -0.581742812161321 0.878145988962264 0.0248384095113208 -0.0523419106886792 -0.969250186509434 -0.943272986226415 -0.942205393207547 0.0660451861415094 0.0217223705154717 0.0167437585066981 -0.726675018801887 -0.726611562113208 -0.746424961691509 0.000567509996226416 -0.0842500326646226 0.0462533515754717 -0.82625221245283 -0.70362566895283 -0.655310445016981 -0.0936148266792453 -0.0458759374764151 -0.0622028735632075 -0.817899628584906 -0.769749130066038 -0.817372985 -0.622248662363208 -0.670137605367925 -0.622248662363208 -0.670137605367925 -0.714770879830189 -0.712740896009434 -0.662956470222641 -0.725658374084906 -0.786493851264151 -0.791784873226415 -0.702960707976415 -0.625790373754717 -0.626250091127359 -0.708524101358491 -0.595399840268208 -0.591642334923302 -0.144032902800943 0.0260100182990566 0.0851387638301887 -0.726178306972642 -0.725605833027358 -0.717815513358491 -0.753071324396226 -0.748262717122641 -0.774295607146226 0.0189793602122642 -0.165598094085566 -0.114493700048113 -0.776063464613208 -0.691193491273585 -0.686091297601887 -0.842861400471698 -0.714576637490566 -0.678081429258491 0.00685783604849056 -0.104978306959434 -0.150323537292453 -0.655711997584906 -0.7304052975 0.125808297231132 -0.697220408537736 -0.735617170358491 0.147736213654717 -0.727965365837736 -0.774890810095283 0.025260076954717 -0.780877938556604 -0.822979335613208 0.190056787268868
12 "SITTING" 0.277689805098039 -0.0164892089078431 -0.11221201527451 -0.474946491764706 -0.225156876960784 -0.250350997745098 0.648993047647059 0.0527732811764706 -0.108137327098039 -0.981114830196078 -0.975331474705882 -0.951969167647059 0.0831524381843137 -0.0132278057843137 -0.0134699274058824 -0.435693378196078 -0.257857951856863 -0.429794375219608 -0.0211852364921569 -0.0756289043607843 0.0698011365392157 -0.589272968823529 -0.431968728235294 -0.488071408235294 -0.0982513255647059 -0.0301624747647059 -0.0591328550607843 -0.354928838980392 -0.413851204980392 -0.463815085515686 -0.311003861862745 -0.388632538823529 -0.311003861862745 -0.388632538823529 -0.362742775196078 -0.272144043370588 -0.440220293607843 -0.419588084039216 -0.434041125392157 -0.37290249962549 -0.435699212039216 -0.216165887117647 -0.304207231896078 -0.492501764509804 -0.279877478509804 -0.28315462393549 -0.25868951672549 0.178465616254902 0.159977034154902 -0.458853327333333 -0.31799014062549 -0.404695078182353 -0.462306321252941 -0.242053474260784 -0.453246482705882 -0.211641734180392 -0.276314226507843 -0.114068357743333 -0.403410839980392 -0.399843011019608 -0.43066059172549 -0.651502997254902 -0.458198258823529 -0.559550055098039 0.0922166681568627 0.178994417317647 0.115644717313725 -0.35170076354902 -0.506310433137255 0.176415783168627 -0.263594861541176 -0.288109134864706 0.00853996890196079 -0.399034977980392 -0.540779487058824 0.275871963039216 -0.395832533137255 -0.388970734441176 0.0821207157856863
13 "SITTING" 0.27473823755102 -0.0233803295387755 -0.111850757816327 -0.168638923526531 0.234122912591837 0.0726063939163265 0.946459930816327 -0.225565352040816 0.00143699282002041 -0.957646991020408 -0.951227534897959 -0.916078891428571 0.0905905320816326 0.00485100523877551 -0.0123622632897959 -0.12842880422449 0.136668979714286 -0.196546491836735 0.0399752406012245 -0.12301821937551 0.0663694284020408 -0.338417819942857 -0.0199280174591837 -0.237877860959184 -0.113950121978082 -0.0393342831346939 -0.0543010467118367 -0.140983064016327 -0.143077317880408 -0.332312016428571 0.046800532922449 -0.11304026944898 0.046800532922449 -0.11304026944898 -0.0336333746326531 0.0269422572632653 -0.0330953321897959 -0.0465275557306122 -0.213604942408163 -0.1201729898 -0.151121512959184 0.219785307416327 0.00591956931367347 -0.177733460128571 0.16226344122449 0.0187023014979592 -0.279610046897959 0.0575014450897959 0.133015662857143 -0.154154231897959 0.0650275219414286 -0.125185917256735 -0.18176692672449 0.138242110763265 -0.267388928204082 -0.182543928179592 -0.371050667755102 -0.160323745616327 -0.156450198673469 0.0338282622571429 -0.160617667116327 -0.397815644979592 -0.0663088871020408 -0.337438960906122 -0.00839786150816326 0.0747011084693878 -0.00491760313469388 -0.00717535709795918 -0.318750704387755 0.212951469569184 0.0561123538342857 -0.0273023691836735 0.0937549538408163 -0.0469679338504082 -0.217660660479592 0.230867396285714 -0.138617721415714 -0.165103959271429 0.139901049677551
14 "SITTING" 0.274545026007407 -0.0134546843663889 -0.101367582731481 -0.799469461388889 -0.668384983640741 -0.717515905185185 0.703726848981482 0.110739010080556 0.0860439567962963 -0.958230177222222 -0.937234323851852 -0.845941809805556 0.0724448201388889 0.00479192657816667 -0.0154334555594444 -0.849174797407407 -0.787681969537037 -0.8862282575 -0.0199629353416667 -0.0752047073944444 0.100846039962963 -0.772884711851852 -0.836234544166667 -0.80167250462963 -0.107848553212963 -0.044176006062963 -0.0553099737537037 -0.832167303425926 -0.930915476018519 -0.871829043425926 -0.693966641851852 -0.719725152259259 -0.693966641851852 -0.719725152259259 -0.833722743703704 -0.833930128888889 -0.722776268611111 -0.772076780833333 -0.890168395833333 -0.90675632712963 -0.824468510648148 -0.708271566759259 -0.783076525277778 -0.790860894722222 -0.670298975063889 -0.707207412637963 -0.281204679134259 -0.109478840073704 -0.0773118934314815 -0.857000386666667 -0.800646704537037 -0.877798266851852 -0.854646593240741 -0.788231937962963 -0.893472396296296 -0.110222672199074 -0.329954487074074 -0.269427121615741 -0.761451284685185 -0.872187615833333 -0.799587659814815 -0.77899560962963 -0.818965954444444 -0.820933353055556 -0.178032920959074 -0.345421186501852 -0.123426360521296 -0.754396791574074 -0.747374572898148 -0.069110836537037 -0.834159372777778 -0.834396774814815 0.169982064442407 -0.819556841388889 -0.782247339166667 -0.208026092212963 -0.908089581018519 -0.911561382407407 0.0541877056425926
15 "SITTING" 0.275258030152542 -0.0113536839152542 -0.107308111313559 -0.988348063983051 -0.934833210847458 -0.955978273898305 0.844684024745763 0.141260549677966 0.117613389537797 -0.983636685084746 -0.951844422652542 -0.95566544559322 0.0774688892627119 -0.00327887749508475 -0.00456889335588136 -0.990653073474576 -0.980084004491525 -0.988341939830508 -0.0338664064415254 -0.0780711836550848 0.0839704319915254 -0.985462882966102 -0.978952138389831 -0.969131687966102 -0.0962069008135593 -0.0403854053634746 -0.0507239700355932 -0.991139946694915 -0.991315001186441 -0.988968673559322 -0.963381568728814 -0.946573074457627 -0.963381568728814 -0.946573074457627 -0.988174563474576 -0.986296271016949 -0.961195986525424 -0.964850143389831 -0.992338263644068 -0.99023179779661 -0.988779728559322 -0.948287301152542 -0.968036965762712 -0.988296040847458 -0.93214731940678 -0.95264111338983 -0.0399780293533898 0.0974015470118644 0.159824576576771 -0.990669956949152 -0.980089696779661 -0.986473599152542 -0.991493969237288 -0.98156820720339 -0.988790088728814 0.218674329485737 -0.0142567277741525 0.0474578874802542 -0.983502234661017 -0.982327826779661 -0.970881748644068 -0.986116168559322 -0.977301747542373 -0.971412957542373 0.0146025437605085 -0.17005996767161 0.00328963524067797 -0.957982466932203 -0.948609501635593 0.131766187865254 -0.986258996271186 -0.985100783559322 0.256006317085593 -0.974702080084746 -0.964709699661017 -0.104676343347458 -0.990933507711864 -0.989774840254237 0.207600602128814
16 "SITTING" 0.281454330072464 -0.0149782504623188 -0.100088492601449 -0.832035308673913 -0.792507968166667 -0.834041043115942 0.948443761521739 -0.145259045746377 0.0348805216702899 -0.981396989927536 -0.969983237681159 -0.953238674289855 0.072658626034058 0.00648137721369565 -0.00284737577021739 -0.866993708601449 -0.862037534976812 -0.91378244115942 -0.04949569055 -0.0530061046384058 0.085918033015942 -0.891312248768116 -0.894751062246377 -0.842368919855072 -0.0942285321123188 -0.0442849313825362 -0.0521317668913043 -0.902829018615942 -0.934771410217391 -0.91151888 -0.80618324442029 -0.814007248985507 -0.80618324442029 -0.814007248985507 -0.875153355844203 -0.863551232630435 -0.835849242518116 -0.864685820365942 -0.92410540884058 -0.928975567608696 -0.853345408195652 -0.819026885101449 -0.866276255347826 -0.824753755471014 -0.792649878424638 -0.83062807326087 -0.0465541234173913 0.0652479870644928 0.0657668579137681 -0.872608656868841 -0.866408633181159 -0.905714867463768 -0.873096815710145 -0.866908676124638 -0.920459045 0.136840219826087 -0.0735372774362319 -0.0415459990521739 -0.874693269673913 -0.900567893478261 -0.856686638173913 -0.897654278543478 -0.89252667326087 -0.853615308043478 -0.0539341281032609 -0.154612229242899 0.0726913255985507 -0.829871599184783 -0.835169986865217 0.180257406265942 -0.861294151065217 -0.866833622782609 0.286705662188406 -0.88715422 -0.874359907949275 -0.067649869161087 -0.929369333478261 -0.933187837246377 0.219025027726087
17 "SITTING" 0.27860007328125 -0.0165305483460937 -0.113475623890625 -0.693799177121875 -0.623870199329687 -0.709428860335938 0.9148063696875 -0.131176445023438 -0.163842575183594 -0.97640201546875 -0.960432903984375 -0.94246265109375 0.0755894689179687 0.00844564646140625 -0.00133791172125 -0.7411513095 -0.726075998109375 -0.839180656640625 -0.06371357250625 -0.0469751287898438 0.0983940664789063 -0.795779739648438 -0.7865534390625 -0.7027000339375 -0.0848716276875 -0.0501441535738281 -0.066707883355625 -0.802759818179688 -0.855539516484375 -0.828270567578125 -0.655496906934375 -0.664426602507812 -0.655496906934375 -0.664426602507812 -0.757139984828125 -0.734373792646875 -0.693392137690625 -0.765350062695312 -0.839088701796875 -0.846992744140625 -0.715343156753125 -0.65373824925 -0.756845456460937 -0.686352089976562 -0.633280674329531 -0.70910875078125 -0.129128347917969 0.0112033529242188 0.0529794912679687 -0.745611832720313 -0.735028428696094 -0.821032941171875 -0.760567243546875 -0.735622643565625 -0.856524729296875 0.0344594176421875 -0.151452694942969 -0.0702115506050781 -0.748349325859375 -0.790292733289062 -0.734623793289062 -0.811841446640625 -0.787153445625 -0.722637518101563 0.00303451620546875 -0.179154571297656 -0.0617003121609375 -0.665887514085937 -0.716072271804687 0.0386818752260938 -0.728966331307031 -0.742650520023437 0.232371673455469 -0.790481975995312 -0.78992372671875 -0.0554916270776563 -0.846896995625 -0.85802207296875 0.194918340936562
18 "SITTING" 0.271866199017544 -0.0179710645 -0.113586151719298 -0.76984887354386 -0.567886725789474 -0.645224217929825 0.881563574210526 -0.077352161754386 -0.0224437674210526 -0.971441995789474 -0.959746899122807 -0.953114555964912 0.0790203989564912 0.00749877533140351 -0.0143114438001754 -0.767629 -0.714571335214035 -0.806950657245614 0.0203648071929825 -0.0933750844491228 0.0322824101614035 -0.832747486666667 -0.771568055736842 -0.500660213859649 -0.120687989264912 -0.0176178720701754 -0.0406770415789474 -0.854459480701754 -0.839439173333333 -0.823487723508772 -0.662872865140351 -0.760030393964912 -0.662872865140351 -0.760030393964912 -0.743850763422807 -0.77243326622807 -0.649508230298246 -0.748118363526316 -0.835772879122807 -0.857321746842105 -0.765377236421053 -0.608958956842105 -0.696357274185965 -0.772160741245614 -0.574476518947368 -0.645647974684211 -0.0660267061964912 -0.0274890827859649 0.151447692035088 -0.770600419754386 -0.71454282077193 -0.789812946666667 -0.785932752614035 -0.736124420442105 -0.822525516666667 0.140555043485965 -0.140293759385965 -0.0508896308070175 -0.802554373684211 -0.769218943824561 -0.584051410350877 -0.843056844912281 -0.775048860245614 -0.523329637719298 -0.137493070559649 -0.00521144556315789 -0.141432853121053 -0.740936319317544 -0.808933812280702 0.188983914736842 -0.743957461192982 -0.816379981754386 0.236467267698246 -0.790684626842105 -0.763690901807018 -0.155145045464912 -0.851026082280702 -0.876766696491228 0.170413782877193
19 "SITTING" 0.273205789931507 -0.0216434120030137 -0.114167867180137 -0.616849555662329 -0.586376193693836 -0.611969400728082 0.745584037191781 0.0677690539041096 0.206825599513699 -0.964943026369863 -0.953799176575342 -0.92931452390411 0.078472805029726 0.0179367624291781 -0.00433994078523288 -0.661495350152055 -0.681951548691781 -0.822526860684932 -0.0309202253109589 -0.0561667415294521 0.098892617705 -0.731009498418493 -0.648202374054795 -0.67757263755137 -0.0945907300212329 -0.0421773254013699 -0.061943193369863 -0.744162857710274 -0.845086980958904 -0.795634535821918 -0.579965189506164 -0.599811276458904 -0.579965189506164 -0.599811276458904 -0.697912314472603 -0.678029423718493 -0.585071518628767 -0.66520064055 -0.806545585520548 -0.836816071506849 -0.633438556558904 -0.606437179065753 -0.705230797506849 -0.611211777643836 -0.602891761608904 -0.599216773986301 -0.310518029616438 -0.0344349642773288 -0.0833006802479452 -0.669823395986301 -0.691931832260274 -0.80128824340411 -0.684313933164384 -0.693293138006164 -0.842937965479452 -0.0364878863506849 -0.205436698259589 -0.10664782443187 -0.679414238184247 -0.732713355739726 -0.684856312714384 -0.74875594669863 -0.613312641965753 -0.706216045805479 -0.10425595470411 -0.373755322109589 -0.160788403723973 -0.614436719810959 -0.654681696618493 -0.0107740063549589 -0.66457187624589 -0.698744815424657 0.212912842620548 -0.72871558 -0.684835631541096 -0.176133293019863 -0.832692454178082 -0.854157096369863 0.106295318834247
20 "SITTING" 0.240233709090909 -0.0108158604318182 -0.0895112637136364 -0.938093718545455 -0.907676658030303 -0.900773753424242 0.50009710419697 0.160117726692424 0.246854390893939 -0.900415094393939 -0.946192917727273 -0.907809286363636 0.0944060109545455 -0.006050284263 -0.0260977146015152 -0.975655058181818 -0.967451533939394 -0.975195142878788 -0.0137192696693939 -0.122780319166667 0.128690804681818 -0.968634900909091 -0.944900234242424 -0.949199276363636 -0.0990659061666667 -0.044844991430303 -0.0519365757878788 -0.981410139848485 -0.978774389393939 -0.981592159545455 -0.914992465909091 -0.874667751818182 -0.914992465909091 -0.874667751818182 -0.974776859090909 -0.969583741212121 -0.915241308030303 -0.928825053787879 -0.982939201818182 -0.977043045454545 -0.949424892272727 -0.92849524969697 -0.931240793030303 -0.934341400651515 -0.903313412378788 -0.893002017727273 -0.295576794771212 -0.120904394216667 -0.0638025823833333 -0.976277371666667 -0.968437621363636 -0.97115747530303 -0.977222068181818 -0.968801012727273 -0.977957657575758 -0.0768955600742424 -0.219237866348485 -0.120498944777273 -0.963723140757576 -0.953775848181818 -0.950295792878788 -0.970306654090909 -0.940521298787879 -0.953549508939394 -0.134009214713333 -0.39307187769697 -0.0457871799075758 -0.911206786378788 -0.877384105757576 -0.103584809593939 -0.970579543181818 -0.967577845757576 0.188232727001515 -0.947126244242424 -0.929674379545455 -0.215564259287879 -0.978633716969697 -0.976572449242424 0.108945174468182
21 "SITTING" 0.272468954602941 -0.0127297926935294 -0.107110567445882 -0.913975825929412 -0.8641268795 -0.858979117871176 0.932498021 -0.0247577722529412 0.0133931978476471 -0.985486180647059 -0.959235040529412 -0.948685038 0.0779712741494118 0.0120104522150659 -0.00507654536078235 -0.919158780517647 -0.925772780117647 -0.957071398823529 -0.0228101211465059 -0.0738356072070588 0.0846077136064118 -0.911376243176471 -0.884850457505882 -0.904081528882353 -0.102402738141765 -0.0407215306871412 -0.0521112154158824 -0.942467825529412 -0.961819801235294 -0.945964550117647 -0.876940847935882 -0.8686568937 -0.876940847935882 -0.8686568937 -0.931110641882353 -0.917221966764706 -0.866946712443647 -0.870111443605882 -0.955520839470588 -0.956941895823529 -0.912692526655294 -0.884250126070588 -0.905300456882353 -0.914876444864118 -0.862975611366059 -0.847725382488235 -0.0333127634629412 -0.0122079863482353 0.0181099132850588 -0.922823106223529 -0.927654711235294 -0.951038504294118 -0.922641080170588 -0.928999864294118 -0.961888093352941 0.109710506671765 -0.156680178995882 -0.0592168097305882 -0.906737202429412 -0.919957090588235 -0.905634133176471 -0.914057006682353 -0.869729339176471 -0.912646461705882 -0.116097619634706 -0.258943633356471 -0.101014655319412 -0.885877682119412 -0.880436423311765 0.0638103243977059 -0.916184160305882 -0.918124970176471 0.184869374810882 -0.906741351144706 -0.870725180058823 -0.142227435039412 -0.956216332588235 -0.961264256705882 0.0907091036439412
22 "SITTING" 0.27505241621875 -0.012449539528125 -0.10817882296875 -0.95552113984375 -0.902160773848906 -0.88191755953125 0.84184370734375 0.19474716996875 0.30528523170625 -0.97173667046875 -0.954721739328125 -0.926328470015625 0.07901350675 -0.00104170037890625 -0.0172632606896875 -0.962044191875 -0.94831197984375 -0.9699079653125 -0.041916955190625 -0.08084589265625 0.0812994385078125 -0.96575959265625 -0.917159050640625 -0.92486124375 -0.092705135171875 -0.0404316195625 -0.0545876696484375 -0.976011239375 -0.97076736765625 -0.96790098484375 -0.91352985619375 -0.901933135315625 -0.91352985619375 -0.901933135315625 -0.96308572484375 -0.9497474365625 -0.9137567698125 -0.90579163365625 -0.975202795625 -0.96805966 -0.9583275521875 -0.91842364421875 -0.92684353921875 -0.95474412015625 -0.900490892046875 -0.8696884628125 -0.173814415379688 -0.01754645996875 -0.11692094265625 -0.96321042875 -0.9477354934375 -0.96603767828125 -0.96448430796875 -0.95320658484375 -0.97251685125 0.1978085203375 -0.0742390214625 -0.0541463616203125 -0.960934785625 -0.93954423796875 -0.9299814228125 -0.9674918359375 -0.90731533484375 -0.93040772578125 -0.0436700389904687 -0.28869327385 -0.1271256178375 -0.9227763065625 -0.906854480921875 -0.059664565411375 -0.9510232346875 -0.94720209015625 0.195330649084375 -0.9338571184375 -0.90543296465625 -0.178247354359375 -0.9695280734375 -0.96822288140625 0.08762352540625
